"State","Year","Population","Month","Births","BirthsPerThousandWomen"
"Montana",2020,225097.333332467,"Mar",930,4.13154605712897
"Nebraska",2020,431056.666667442,"Mar",2162,5.01558186471101
"Nevada",2020,700240.000000407,"Mar",2821,4.02861875928019
"New Hampshire",2020,290751.000000182,"Mar",1018,3.50127772561182
"New Jersey",2020,2049801.66666722,"Mar",8174,3.98770287531775
"New Mexico",2020,460071.999999095,"Mar",1861,4.04501904050597
"New York",2020,4623735.66666667,"Mar",17746,3.83802217067339
"North Carolina",2020,2359391.33333362,"Mar",9786,4.14767989597266
"North Dakota",2020,168842.666665967,"Mar",840,4.97504580202958
"Ohio",2020,2580181.00000078,"Mar",10714,4.15242186497643
"Oklahoma",2020,885605.999999325,"Mar",4026,4.54603966098137
"Oregon",2020,959899.666666723,"Mar",3364,3.50453293903266
"Pennsylvania",2020,2805743.00000039,"Mar",10824,3.85780165895398
"Rhode Island",2020,247664.999999458,"Mar",866,3.49665879313546
"South Carolina",2020,1125407.33333237,"Mar",4680,4.15849431702419
"South Dakota",2020,182876.999997992,"Mar",910,4.9760221351509
"Tennessee",2020,1561632.00000058,"Mar",6392,4.09315382881345
"Texas",2020,6936217.66666985,"Mar",30309,4.36967255881283
"Utah",2020,805534.666665924,"Mar",3995,4.95943894821454
"Vermont",2020,136309.333333148,"Mar",465,3.41135847875884
"Virginia",2020,1953120.00000049,"Mar",7889,4.03917834029553
"Washington",2020,1752267.33333241,"Mar",7043,4.01936386419179
"West Virginia",2020,370618.66666547,"Mar",1404,3.78826035027341
"Wisconsin",2020,1267728.66666681,"Mar",5263,4.15151927883575
"Wyoming",2020,122075.000000322,"Mar",488,3.99754249435768
"Alabama",2020,1131640.70833429,"Apr",4567,4.03573322023946
"Alaska",2020,159972.666665637,"Apr",758,4.73830946123013
"Arizona",2020,1575807.25000081,"Apr",5970,3.78853441624726
"Arkansas",2020,666726.125000525,"Apr",2855,4.2821180885896
"California",2020,9240863.37500402,"Apr",33748,3.65203970997843
"Colorado",2020,1351223.79166773,"Apr",5104,3.77731655664564
"Connecticut",2020,793143.375001209,"Apr",2734,3.44704385886831
"Delaware",2020,211145.124999011,"Apr",805,3.81254362374586
"DC",2020,192071.499999619,"Apr",685,3.56638022820335
"Florida",2020,4538100.99999925,"Apr",16566,3.65042558550432
"Georgia",2020,2541079.41666705,"Apr",9710,3.82121075646503
"Hawaii",2020,299785.125001306,"Apr",1302,4.34311075305797
"Idaho",2020,412334.416665947,"Apr",1790,4.34113653299567
"Illinois",2020,2911567.41666591,"Apr",10787,3.7048772898937
"Indiana",2020,1519040.16666618,"Apr",6273,4.12958138807303
"Iowa",2020,688725.916666424,"Apr",2871,4.16856681377148
"Kansas",2020,644331.000000406,"Apr",2790,4.330072586913
"Kentucky",2020,988125.666666852,"Apr",4092,4.14117367662672
"Louisiana",2020,1060051.20833282,"Apr",4395,4.14602612161743
"Maine",2020,276673.499999991,"Apr",906,3.27461791606363
"Maryland",2020,1400499.66666722,"Apr",5572,3.97858002584158
"Massachusetts",2020,1617677.24999984,"Apr",5367,3.31771989746442
"Michigan",2020,2191642.7499994,"Apr",8516,3.88566977898306
"Minnesota",2020,1253246.83333313,"Apr",5311,4.23779247530582
"Mississippi",2020,671524.291666408,"Apr",2700,4.02070339600056
"Missouri",2020,1357699.08333404,"Apr",5552,4.08927137695798
"Montana",2020,225583.541665879,"Apr",915,4.05614697438896
"Nebraska",2020,431161.125000711,"Apr",1992,4.62008257353145
"Nevada",2020,700830.458333707,"Apr",2669,3.80833904728657
"New Hampshire",2020,290737.208333503,"Apr",985,3.38793925155294
"New Jersey",2020,2049373.12500052,"Apr",7849,3.82995165899719
"New Mexico",2020,460153.874999167,"Apr",1756,3.81611477248383
"New York",2020,4617419.41666671,"Apr",17164,3.71722783900593
"North Carolina",2020,2361759.54166695,"Apr",9311,3.94239965404277
"North Dakota",2020,168927.166666024,"Apr",824,4.8778418312614
"Ohio",2020,2579564.45833405,"Apr",10349,4.01191758033589
"Oklahoma",2020,886421.541666053,"Apr",3851,4.34443413092369
"Oregon",2020,959924.875000047,"Apr",3384,3.52527587119756
"Pennsylvania",2020,2805804.50000035,"Apr",10574,3.76861609566835
"Rhode Island",2020,247597.499999496,"Apr",822,3.31990428013883
"South Carolina",2020,1126701.54166578,"Apr",4383,3.89011627118208
"South Dakota",2020,183144.499998158,"Apr",939,5.12709909393645
"Tennessee",2020,1562779.08333387,"Apr",6189,3.96025264607269
"Texas",2020,6945130.33333622,"Apr",29011,4.17717142913055
"Utah",2020,806841.708332643,"Apr",3882,4.8113526605141
"Vermont",2020,136358.58333316,"Apr",409,2.99944447941869
"Virginia",2020,1953207.66666711,"Apr",7723,3.95400864526518
"Washington",2020,1753039.66666582,"Apr",6850,3.90749857533362
"West Virginia",2020,370456.3749989,"Apr",1407,3.79801805274421
"Wisconsin",2020,1267678.16666679,"Apr",4984,3.93159725477076
"Wyoming",2020,122147.791666959,"Apr",530,4.33900599238886
"Alabama",2020,1132001.08333416,"May",4510,3.98409512711452
"Alaska",2020,159962.666665717,"May",832,5.20121361654139
"Arizona",2020,1577891.1666674,"May",6036,3.82535888881892
"Arkansas",2020,667088.250000473,"May",2820,4.22732674424711
"California",2020,9234840.41667035,"May",34908,3.78003283489182
"Colorado",2020,1352051.91666763,"May",5268,3.89630008660015
"Connecticut",2020,793601.750001105,"May",2851,3.59248199742003
"Delaware",2020,211315.2499991,"May",879,4.1596619269255
"DC",2020,192267.666666298,"May",728,3.7863880735783
"Florida",2020,4543199.33333263,"May",16892,3.71808471533848
"Georgia",2020,2542785.16666696,"May",10039,3.94803309835214
"Hawaii",2020,299622.916667852,"May",1342,4.47896314115278
"Idaho",2020,413253.833332675,"May",1861,4.50328551097037
"Illinois",2020,2909207.83333264,"May",11455,3.93749799129261
"Indiana",2020,1519445.99999956,"May",6683,4.39831359587766
"Iowa",2020,688918.83333311,"May",3216,4.66818418135041
"Kansas",2020,644416.666667036,"May",2878,4.46605457131517
"Kentucky",2020,988034.666666831,"May",4181,4.23163289817021
"Louisiana",2020,1059358.74999955,"May",4581,4.32431411927447
"Maine",2020,276893.99999999,"May",1013,3.65843969172331
"Maryland",2020,1400085.33333383,"May",5762,4.11546343841753
"Massachusetts",2020,1617422.49999987,"May",5816,3.59584462315843
"Michigan",2020,2190950.16666612,"May",9016,4.11510957080291
"Minnesota",2020,1253309.33333315,"May",5602,4.46976644233678
"Mississippi",2020,671343.249999765,"May",2779,4.13946219017019
"Missouri",2020,1358013.50000065,"May",5785,4.25989874179986
"Montana",2020,226069.749999291,"May",940,4.15800875616021
"Nebraska",2020,431265.583333981,"May",2039,4.72794509646961
"Nevada",2020,701420.916667006,"May",2739,3.90493059861275
"New Hampshire",2020,290723.416666824,"May",1010,3.47409235753955
"New Jersey",2020,2048944.58333382,"May",8398,4.09869552759484
"New Mexico",2020,460235.749999239,"May",1818,3.95014946145102
"New York",2020,4611103.16666675,"May",17871,3.87564523153328
"North Carolina",2020,2364127.75000028,"May",9645,4.07972877100185
"North Dakota",2020,169011.666666081,"May",878,5.19490764939131
"Ohio",2020,2578947.91666732,"May",10960,4.24979501492346
"Oklahoma",2020,887237.083332782,"May",3811,4.29535698134315
"Oregon",2020,959950.083333372,"May",3495,3.64081430970224
"Pennsylvania",2020,2805866.00000032,"May",11163,3.97845085973412
"Rhode Island",2020,247529.999999534,"May",874,3.53088514524156
"South Carolina",2020,1127995.7499992,"May",4535,4.02040521872819
"South Dakota",2020,183411.999998324,"May",947,5.1632390465654
"Tennessee",2020,1563926.16666715,"May",6480,4.14341810893119
"Texas",2020,6954043.0000026,"May",29461,4.2365283044682
"Utah",2020,808148.749999362,"May",3880,4.80109633282618
"Vermont",2020,136407.833333171,"May",460,3.37224035276967
"Virginia",2020,1953295.33333374,"May",7938,4.06390158443272
"Washington",2020,1753811.99999922,"May",7095,4.04547351711765
"West Virginia",2020,370294.083332329,"May",1428,3.85639432083069
"Wisconsin",2020,1267627.66666678,"May",5346,4.21732669661375
"Wyoming",2020,122220.583333596,"May",537,4.39369527908636
"Alabama",2020,1132361.45833404,"Jun",4799,4.23804604499734
"Alaska",2020,159952.666665798,"Jun",810,5.06399809946525
"Arizona",2020,1579975.083334,"Jun",6084,3.85069363699191
"Arkansas",2020,667450.375000421,"Jun",2853,4.2744750873774
"California",2020,9228817.45833667,"Jun",34437,3.73146398825908
"Colorado",2020,1352880.04166754,"Jun",5174,3.82443368269562
"Connecticut",2020,794060.125001002,"Jun",2882,3.62944808492476
"Delaware",2020,211485.37499919,"Jun",894,4.22724266395927
"DC",2020,192463.833332979,"Jun",775,4.02673056323878
"Florida",2020,4548297.66666602,"Jun",16906,3.71699506914471
"Georgia",2020,2544490.91666687,"Jun",10099,3.96896681133728
"Hawaii",2020,299460.708334398,"Jun",1197,3.99718549607967
"Idaho",2020,414173.249999405,"Jun",1817,4.38705300258433
"Illinois",2020,2906848.24999936,"Jun",11199,3.85262629378828
"Indiana",2020,1519851.83333295,"Jun",6480,4.26357349965472
"Iowa",2020,689111.749999796,"Jun",3030,4.39696464325401
"Kansas",2020,644502.333333666,"Jun",2845,4.41425865021207
"Kentucky",2020,987943.666666809,"Jun",4333,4.38587760233229
"Louisiana",2020,1058666.29166628,"Jun",4572,4.31864132823569
"Maine",2020,277114.499999991,"Jun",1084,3.91174045385584
"Maryland",2020,1399671.00000044,"Jun",5805,4.14740321118189
"Massachusetts",2020,1617167.7499999,"Jun",5933,3.66875978079601
"Michigan",2020,2190257.58333284,"Jun",9036,4.12554215940676
"Minnesota",2020,1253371.83333317,"Jun",5554,4.43124685930583
"Mississippi",2020,671162.208333122,"Jun",3020,4.49965740398343
"Missouri",2020,1358327.91666726,"Jun",5878,4.3273792196085
"Montana",2020,226555.958332704,"Jun",967,4.2682611709551
"Nebraska",2020,431370.04166725,"Jun",2024,4.69202727240217
"Nevada",2020,702011.375000308,"Jun",2747,3.91304200733043
"New Hampshire",2020,290709.625000145,"Jun",1007,3.46393759752364
"New Jersey",2020,2048516.04166712,"Jun",8446,4.12298455477385
"New Mexico",2020,460317.624999311,"Jun",1783,3.87341240736256
"New York",2020,4604786.91666677,"Jun",18077,3.92569739428579
"North Carolina",2020,2366495.95833361,"Jun",9701,4.09930976887492
"North Dakota",2020,169096.166666139,"Jun",854,5.05038060198093
"Ohio",2020,2578331.37500058,"Jun",11043,4.28300260667522
"Oklahoma",2020,888052.624999513,"Jun",3934,4.42991765268658
"Oregon",2020,959975.291666697,"Jun",3413,3.55529983909731
"Pennsylvania",2020,2805927.50000028,"Jun",11158,3.97658171852227
"Rhode Island",2020,247462.499999572,"Jun",855,3.45506894984686
"South Carolina",2020,1129289.95833262,"Jun",4578,4.05387470792652
"South Dakota",2020,183679.499998491,"Jun",952,5.18294093792623
"Tennessee",2020,1565073.25000043,"Jun",6599,4.21641606870361
"Texas",2020,6962955.666669,"Jun",29663,4.26011616618413
"Utah",2020,809455.791666084,"Jun",4114,5.08242703598704
"Vermont",2020,136457.083333183,"Jun",442,3.2391136407392
"Virginia",2020,1953383.00000036,"Jun",7930,4.0596237399417
"Washington",2020,1754584.33333263,"Jun",7129,4.06307058861017
"West Virginia",2020,370131.791665758,"Jun",1473,3.97966355003131
"Wisconsin",2020,1267577.16666676,"Jun",5263,4.15201546572478
"Wyoming",2020,122293.375000233,"Jun",516,4.21936184195602
"Alabama",2020,1132721.83333392,"Jul",5224,4.61190015612599
"Alaska",2020,159942.666665879,"Jul",777,4.85799078005344
"Arizona",2020,1582059.00000059,"Jul",6772,4.28049775640318
"Arkansas",2020,667812.500000368,"Jul",3115,4.66448291997871
"California",2020,9222794.500003,"Jul",37190,4.03240037496096
"Colorado",2020,1353708.16666745,"Jul",5506,4.06734637167377
"Connecticut",2020,794518.500000898,"Jul",3014,3.79349253667044
"Delaware",2020,211655.499999279,"Jul",926,4.37503395849933
"DC",2020,192659.999999659,"Jul",762,3.95515415759032
"Florida",2020,4553395.9999994,"Jul",17864,3.9232256539959
"Georgia",2020,2546196.66666679,"Jul",10657,4.18545831102317
"Hawaii",2020,299298.500000945,"Jul",1323,4.42033621951271
"Idaho",2020,415092.666666133,"Jul",1963,4.72906451411457
"Illinois",2020,2904488.66666609,"Jul",11965,4.11948586245784
"Indiana",2020,1520257.66666633,"Jul",7195,4.73275034736539
"Iowa",2020,689304.666666482,"Jul",3153,4.57417474808069
"Kansas",2020,644588.000000296,"Jul",3032,4.7037797787092
"Kentucky",2020,987852.666666788,"Jul",4659,4.71629035098968
"Louisiana",2020,1057973.83333301,"Jul",4952,4.68064506321426
"Maine",2020,277334.999999991,"Jul",1110,4.0023797933908
"Maryland",2020,1399256.66666705,"Jul",6198,4.42949470790321
"Massachusetts",2020,1616912.99999993,"Jul",6069,3.75344870132176
"Michigan",2020,2189564.99999956,"Jul",9382,4.28486936903078
"Minnesota",2020,1253434.33333319,"Jul",5752,4.58899189772793
"Mississippi",2020,670981.166666479,"Jul",3141,4.68120441532643
"Missouri",2020,1358642.33333386,"Jul",6284,4.62520550539611
"Montana",2020,227042.166666115,"Jul",959,4.22388499053698
"Nebraska",2020,431474.50000052,"Jul",2143,4.96668980437411
"Nevada",2020,702601.833333608,"Jul",3070,4.36947336933906
"New Hampshire",2020,290695.833333466,"Jul",1163,4.00074533805198
"New Jersey",2020,2048087.50000042,"Jul",8719,4.25714233400586
"New Mexico",2020,460399.499999383,"Jul",1943,4.22024784997074
"New York",2020,4598470.6666668,"Jul",18834,4.09570950110068
"North Carolina",2020,2368864.16666694,"Jul",10230,4.31852536922533
"North Dakota",2020,169180.666666196,"Jul",902,5.33157847036804
"Ohio",2020,2577714.83333385,"Jul",11648,4.51873102849597
"Oklahoma",2020,888868.166666241,"Jul",4183,4.70598470827076
"Oregon",2020,960000.500000021,"Jul",3638,3.78958135959296
"Pennsylvania",2020,2805989.00000024,"Jul",11773,4.1956686216514
"Rhode Island",2020,247394.99999961,"Jul",913,3.69045453627373
"South Carolina",2020,1130584.16666604,"Jul",4809,4.25355328845724
"South Dakota",2020,183946.999998657,"Jul",1007,5.47440295306448
"Tennessee",2020,1566220.33333371,"Jul",6924,4.42083393545416
"Texas",2020,6971868.33333538,"Jul",32483,4.65915281914969
"Utah",2020,810762.833332803,"Jul",4218,5.20250784395366
"Vermont",2020,136506.333333195,"Jul",471,3.45038935922737
"Virginia",2020,1953470.66666698,"Jul",8438,4.31949153062889
"Washington",2020,1755356.66666604,"Jul",7602,4.33074379945731
"West Virginia",2020,369969.499999188,"Jul",1545,4.17601991516433
"Wisconsin",2020,1267526.66666675,"Jul",5466,4.31233530918454
"Wyoming",2020,122366.16666687,"Jul",571,4.66632252650762
"Alabama",2020,1133082.20833379,"Aug",5201,4.59013473316126
"Alaska",2020,159932.66666596,"Aug",782,4.88955768888235
"Arizona",2020,1584142.91666719,"Aug",6700,4.22941637999168
"Arkansas",2020,668174.625000316,"Aug",3126,4.6784177115354
"California",2020,9216771.54166933,"Aug",37185,4.03449297098071
"Colorado",2020,1354536.29166736,"Aug",5408,3.99251022897516
"Connecticut",2020,794976.875000794,"Aug",3016,3.7938210466776
"Delaware",2020,211825.624999368,"Aug",961,4.53675045218381
"DC",2020,192856.166666338,"Aug",769,3.98742759068966
"Florida",2020,4558494.33333279,"Aug",18124,3.97587419764308
"Georgia",2020,2547902.4166667,"Aug",11039,4.33258351175074
"Hawaii",2020,299136.291667491,"Aug",1332,4.45281979185796
"Idaho",2020,416012.083332861,"Aug",1924,4.62486566396333
"Illinois",2020,2902129.08333282,"Aug",12048,4.1514349134891
"Indiana",2020,1520663.49999972,"Aug",6958,4.57563425439045
"Iowa",2020,689497.583333168,"Aug",3190,4.6265571875958
"Kansas",2020,644673.666666926,"Aug",3040,4.71556410193909
"Kentucky",2020,987761.666666767,"Aug",4544,4.60030000489275
"Louisiana",2020,1057281.37499973,"Aug",5096,4.81990898591331
"Maine",2020,277555.499999991,"Aug",997,3.59207437791733
"Maryland",2020,1398842.33333366,"Aug",6213,4.44152986505165
"Massachusetts",2020,1616658.24999995,"Aug",5904,3.65197777576069
"Michigan",2020,2188872.41666628,"Aug",9105,4.15967597319683
"Minnesota",2020,1253496.8333332,"Aug",5563,4.43798488521689
"Mississippi",2020,670800.124999836,"Aug",3143,4.68544933559869
"Missouri",2020,1358956.75000047,"Aug",6333,4.66019246013371
"Montana",2020,227528.374999527,"Aug",928,4.07861217310557
"Nebraska",2020,431578.95833379,"Aug",2129,4.93304865515107
"Nevada",2020,703192.291666907,"Aug",2955,4.20226449438917
"New Hampshire",2020,290682.041666787,"Aug",1054,3.62595499177144
"New Jersey",2020,2047658.95833372,"Aug",8657,4.22775480495279
"New Mexico",2020,460481.374999455,"Aug",1999,4.34110934454703
"New York",2020,4592154.41666684,"Aug",18016,3.92321302058407
"North Carolina",2020,2371232.37500027,"Aug",10502,4.42892063667898
"North Dakota",2020,169265.166666253,"Aug",910,5.37617997797672
"Ohio",2020,2577098.29166712,"Aug",11534,4.4755762856599
"Oklahoma",2020,889683.70833297,"Aug",4205,4.72639878713644
"Oregon",2020,960025.708333346,"Aug",3462,3.60615342896412
"Pennsylvania",2020,2806050.50000021,"Aug",11552,4.11681828249319
"Rhode Island",2020,247327.499999648,"Aug",945,3.82084483125145
"South Carolina",2020,1131878.37499945,"Aug",4953,4.37591185537262
"South Dakota",2020,184214.499998823,"Aug",911,4.94532189380218
"Tennessee",2020,1567367.416667,"Aug",6968,4.44567108254518
"Texas",2020,6980781.00000176,"Aug",32708,4.68543562675749
"Utah",2020,812069.874999522,"Aug",4022,4.95277576945256
"Vermont",2020,136555.583333206,"Aug",484,3.54434427495361
"Virginia",2020,1953558.3333336,"Aug",8429,4.314690713953
"Washington",2020,1756128.99999944,"Aug",7222,4.11245415342625
"West Virginia",2020,369807.208332617,"Aug",1507,4.0750963368041
"Wisconsin",2020,1267476.16666673,"Aug",5305,4.18548304064078
"Wyoming",2020,122438.958333507,"Aug",563,4.59820965208203
"Alabama",2020,1133442.58333367,"Sep",5001,4.41222173362423
"Alaska",2020,159922.66666604,"Sep",820,5.12747828118931
"Arizona",2020,1586226.83333379,"Sep",6741,4.24970745566848
"Arkansas",2020,668536.750000264,"Sep",3099,4.6354968518915
"California",2020,9210748.58333564,"Sep",36387,3.95049323850099
"Colorado",2020,1355364.41666727,"Sep",5249,3.87275918967009
"Connecticut",2020,795435.250000691,"Sep",2896,3.64077402905828
"Delaware",2020,211995.749999458,"Sep",928,4.37744624598547
"DC",2020,193052.333333019,"Sep",736,3.81243773277989
"Florida",2020,4563592.66666618,"Sep",18193,3.98655211559239
"Georgia",2020,2549608.16666661,"Sep",10592,4.15436385028845
"Hawaii",2020,298974.083334037,"Sep",1331,4.45189089688722
"Idaho",2020,416931.499999591,"Sep",1923,4.61226844218267
"Illinois",2020,2899769.49999954,"Sep",11356,3.91617333722621
"Indiana",2020,1521069.33333311,"Sep",6804,4.47316887593181
"Iowa",2020,689690.499999854,"Sep",3095,4.48752012678245
"Kansas",2020,644759.333333556,"Sep",2984,4.62808345025736
"Kentucky",2020,987670.666666745,"Sep",4499,4.55516211206668
"Louisiana",2020,1056588.91666646,"Sep",5098,4.82496070097365
"Maine",2020,277775.999999991,"Sep",1001,3.60362306318772
"Maryland",2020,1398428.00000027,"Sep",5741,4.10532397806599
"Massachusetts",2020,1616403.49999998,"Sep",5684,3.5164487085063
"Michigan",2020,2188179.833333,"Sep",8873,4.054968364499
"Minnesota",2020,1253559.33333322,"Sep",5297,4.22556783643838
"Mississippi",2020,670619.083333193,"Sep",3166,4.72101089677311
"Missouri",2020,1359271.16666708,"Sep",5923,4.3574822634715
"Montana",2020,228014.58333294,"Sep",860,3.77168857986708
"Nebraska",2020,431683.416667059,"Sep",2041,4.72800186710472
"Nevada",2020,703782.750000209,"Sep",2924,4.15469120264617
"New Hampshire",2020,290668.250000108,"Sep",1012,3.48163241083133
"New Jersey",2020,2047230.41666702,"Sep",8652,4.22619746637306
"New Mexico",2020,460563.249999527,"Sep",1931,4.19269231750901
"New York",2020,4585838.16666686,"Sep",17908,3.90506584601439
"North Carolina",2020,2373600.5833336,"Sep",10203,4.29853281619539
"North Dakota",2020,169349.66666631,"Sep",803,4.74166861858812
"Ohio",2020,2576481.75000038,"Sep",11103,4.30936489264803
"Oklahoma",2020,890499.2499997,"Sep",4142,4.65132340089157
"Oregon",2020,960050.916666671,"Sep",3306,3.44356735940479
"Pennsylvania",2020,2806112.00000017,"Sep",11087,3.95101834851899
"Rhode Island",2020,247259.999999686,"Sep",821,3.32039149074271
"South Carolina",2020,1133172.58333287,"Sep",4903,4.32679017487289
"South Dakota",2020,184481.99999899,"Sep",969,5.25254496376506
"Tennessee",2020,1568514.50000028,"Sep",6881,4.38695338806162
"Texas",2020,6989693.66666816,"Sep",32451,4.64269273412503
"Utah",2020,813376.916666244,"Sep",3805,4.67802801141125
"Vermont",2020,136604.833333218,"Sep",432,3.16240640582774
"Virginia",2020,1953646.00000023,"Sep",8110,4.15121265572118
"Washington",2020,1756901.33333285,"Sep",6868,3.90915520962772
"West Virginia",2020,369644.916666047,"Sep",1522,4.11746498160298
"Wisconsin",2020,1267425.66666672,"Sep",5039,3.97577556816597
"Wyoming",2020,122511.750000144,"Sep",515,4.20367842267698
"Alabama",2020,1133802.95833354,"Oct",4777,4.21325413281793
"Alaska",2020,159912.666666121,"Oct",805,5.03399772377473
"Arizona",2020,1588310.75000038,"Oct",6646,4.18431972458689
"Arkansas",2020,668898.875000211,"Oct",3020,4.51488276161183
"California",2020,9204725.62500197,"Oct",35932,3.90364704651284
"Colorado",2020,1356192.54166717,"Oct",5234,3.85933400987873
"Connecticut",2020,795893.625000587,"Oct",2836,3.5632902575365
"Delaware",2020,212165.874999547,"Oct",904,4.2608171554541
"DC",2020,193248.499999698,"Oct",739,3.82409177820865
"Florida",2020,4568690.99999956,"Oct",18091,3.95977753803042
"Georgia",2020,2551313.91666653,"Oct",10232,4.010482572591
"Hawaii",2020,298811.875000583,"Oct",1384,4.63167670293324
"Idaho",2020,417850.916666319,"Oct",1756,4.20245578018506
"Illinois",2020,2897409.91666627,"Oct",11021,3.80374207205056
"Indiana",2020,1521475.16666649,"Oct",6556,4.30897601461613
"Iowa",2020,689883.41666654,"Oct",2988,4.33116658237383
"Kansas",2020,644845.000000186,"Oct",2834,4.39485457745533
"Kentucky",2020,987579.666666724,"Oct",4409,4.46444995661084
"Louisiana",2020,1055896.45833319,"Oct",4869,4.61124759115688
"Maine",2020,277996.499999991,"Oct",960,3.45328088662997
"Maryland",2020,1398013.66666689,"Oct",5629,4.02642701871473
"Massachusetts",2020,1616148.75000001,"Oct",5433,3.36169551224785
"Michigan",2020,2187487.24999972,"Oct",8657,3.95750878090883
"Minnesota",2020,1253621.83333324,"Oct",5272,4.20541495036214
"Mississippi",2020,670438.04166655,"Oct",3060,4.56418014764431
"Missouri",2020,1359585.58333368,"Oct",5819,4.27998065832082
"Montana",2020,228500.791666351,"Oct",863,3.7767921664802
"Nebraska",2020,431787.875000329,"Oct",2093,4.84728757146876
"Nevada",2020,704373.208333509,"Oct",2910,4.13133260261961
"New Hampshire",2020,290654.458333429,"Oct",1018,3.50244068450581
"New Jersey",2020,2046801.87500031,"Oct",7943,3.88068825664857
"New Mexico",2020,460645.1249996,"Oct",1870,4.05952412934279
"New York",2020,4579521.9166669,"Oct",17526,3.82703703987422
"North Carolina",2020,2375968.79166693,"Oct",9803,4.12589594374361
"North Dakota",2020,169434.166666367,"Oct",831,4.90455978478251
"Ohio",2020,2575865.20833365,"Oct",10759,4.17684899240519
"Oklahoma",2020,891314.791666429,"Oct",4028,4.51916655895403
"Oregon",2020,960076.124999995,"Oct",3316,3.45389278376235
"Pennsylvania",2020,2806173.50000013,"Oct",11060,3.94131011500161
"Rhode Island",2020,247192.499999724,"Oct",845,3.41838850289124
"South Carolina",2020,1134466.79166629,"Oct",4725,4.16495223545503
"South Dakota",2020,184749.499999156,"Oct",859,4.64953897035676
"Tennessee",2020,1569661.58333356,"Oct",6605,4.20791339364544
"Texas",2020,6998606.33333454,"Oct",31956,4.56605193633949
"Utah",2020,814683.958332963,"Oct",3779,4.63860858109043
"Vermont",2020,136654.08333323,"Oct",394,2.88319229392681
"Virginia",2020,1953733.66666685,"Oct",8068,4.12952908456778
"Washington",2020,1757673.66666626,"Oct",7034,4.00188051593288
"West Virginia",2020,369482.624999476,"Oct",1460,3.95147133103233
"Wisconsin",2020,1267375.1666667,"Oct",4978,3.92780301439276
"Wyoming",2020,122584.541666781,"Oct",499,4.07066007846587
"Alabama",2020,1134163.33333342,"Nov",4484,3.95357517582681
"Alaska",2020,159902.666666202,"Nov",768,4.80292177742856
"Arizona",2020,1590394.66666698,"Nov",6202,3.89966096465707
"Arkansas",2020,669261.000000158,"Nov",2740,4.09406793463141
"California",2020,9198702.66666831,"Nov",33342,3.62464156177321
"Colorado",2020,1357020.66666708,"Nov",4775,3.51873786250262
"Connecticut",2020,796352.000000483,"Nov",2530,3.17698706099622
"Delaware",2020,212335.999999636,"Nov",783,3.68755180469323
"DC",2020,193444.666666378,"Nov",688,3.55657259440784
"Florida",2020,4573789.33333295,"Nov",17183,3.75684115461406
"Georgia",2020,2553019.66666644,"Nov",9604,3.76181982669184
"Hawaii",2020,298649.66666713,"Nov",1317,4.40984922132161
"Idaho",2020,418770.333333047,"Nov",1632,3.89712419934502
"Illinois",2020,2895050.333333,"Nov",10327,3.56712278232164
"Indiana",2020,1521880.99999988,"Nov",6059,3.98125740448858
"Iowa",2020,690076.333333226,"Nov",2764,4.00535399707051
"Kansas",2020,644930.666666816,"Nov",2731,4.23456371537514
"Kentucky",2020,987488.666666702,"Nov",4061,4.11245226105534
"Louisiana",2020,1055203.99999992,"Nov",4774,4.52424365336027
"Maine",2020,278216.999999991,"Nov",898,3.22769636650538
"Maryland",2020,1397599.3333335,"Nov",5266,3.7678896049841
"Massachusetts",2020,1615894.00000004,"Nov",5092,3.15119679879985
"Michigan",2020,2186794.66666644,"Nov",7822,3.57692476537996
"Minnesota",2020,1253684.33333326,"Nov",4783,3.81515495793355
"Mississippi",2020,670256.999999907,"Nov",2838,4.23419673349237
"Missouri",2020,1359900.00000029,"Nov",5190,3.81645709243245
"Montana",2020,228986.999999763,"Nov",826,3.60719167464028
"Nebraska",2020,431892.333333598,"Nov",1857,4.29968271413059
"Nevada",2020,704963.666666809,"Nov",2673,3.79168477240595
"New Hampshire",2020,290640.66666675,"Nov",894,3.07596321689237
"New Jersey",2020,2046373.33333361,"Nov",7784,3.8038024993805
"New Mexico",2020,460726.999999672,"Nov",1647,3.57478506794951
"New York",2020,4573205.66666694,"Nov",16031,3.50541855505129
"North Carolina",2020,2378337.00000026,"Nov",8868,3.72865577922685
"North Dakota",2020,169518.666666424,"Nov",771,4.54817168611384
"Ohio",2020,2575248.66666692,"Nov",9951,3.86409286559474
"Oklahoma",2020,892130.333333157,"Nov",3772,4.22808177131153
"Oregon",2020,960101.33333332,"Nov",2954,3.0767585643738
"Pennsylvania",2020,2806235.0000001,"Nov",10259,3.65578791512459
"Rhode Island",2020,247124.999999762,"Nov",757,3.06322711178848
"South Carolina",2020,1135760.9999997,"Nov",4358,3.83707487755006
"South Dakota",2020,185016.999999322,"Nov",821,4.43743007400947
"Tennessee",2020,1570808.66666684,"Nov",6269,3.9909380009358
"Texas",2020,7007519.00000091,"Nov",29808,4.25371661496688
"Utah",2020,815990.999999681,"Nov",3367,4.12627100053961
"Vermont",2020,136703.333333241,"Nov",369,2.69927580405439
"Virginia",2020,1953821.33333347,"Nov",7328,3.75059882650451
"Washington",2020,1758445.99999966,"Nov",6348,3.61000565271905
"West Virginia",2020,369320.333332906,"Nov",1337,3.62016352561565
