"State","Year","Month","Population","AbortionsPerThousandWomen","TreatedOriginal","Tau"
"Ohio",2023,5,2556752.41666491,0.770508707514869,"Neighbor",0.147948923296856
"Oklahoma",2023,5,916596.583335033,0,"Ban",0
"Oregon",2023,5,960857.58333306,1.15521802528694,"Neighbor",0.0953274083059161
"Pennsylvania",2023,5,2808079.99999901,1.08971254380256,"Neighbor",-0.0593298619390963
"Rhode Island",2023,5,245100.000000903,0.938392492856598,"Control",-0.0700997348295956
"South Carolina",2023,5,1174587.25000222,0.757712975343734,"Neighbor",0.517111817671627
"South Dakota",2023,5,193042.00000431,0,"Ban",-0.111211466306005
"Tennessee",2023,5,1605221.16666533,0,"Ban",-0.500040515473348
"Texas",2023,5,7274898.99999248,0.00137458953038528,"Ban",-0.277496735600871
"Utah",2023,5,855202.250001279,0.362487353137268,"Neighbor",0.0101150743406446
"Vermont",2023,5,138180.83333359,1.23027192627789,"Control",0.284034747615874
"Virginia",2023,5,1956451.33333214,1.52316592251983,"Neighbor",0.0477654240385528
"Washington",2023,5,1781616.00000187,1.12818923943088,"Neighbor",0.0366576021522211
"West Virginia",2023,5,364451.583335786,0,"Ban",-0.605000429128276
"Wisconsin",2023,5,1265809.66666623,0,"Ban",-0.307087275838512
"Wyoming",2023,5,124841.083332527,0.560712852943993,"Neighbor",0.0460260227932711
"Alabama",2023,6,1145334.95832958,0,"Ban",-0.356961728240423
"Alaska",2023,6,159592.666668705,0.877233289738953,"Control",-0.0521983099219814
"Arizona",2023,6,1654996.08333146,0.65861183055241,"Control",0.0890944663623844
"Arkansas",2023,6,680486.874998535,0,"Ban",-0.266223205371762
"California",2023,6,9011990.9583244,1.68664172770388,"Control",0.0701667706575031
"Colorado",2023,6,1382692.54166423,1.64172433972038,"Neighbor",0.235556188306559
"Connecticut",2023,6,810561.624997274,1.50512923678579,"Control",0.145792755271836
"Delaware",2023,6,217609.875002406,1.42456770400044,"Control",0.168547625620824
"DC",2023,6,199525.833333456,4.56081292731236,"Control",-0.0134188758878642
"Florida",2023,6,4731837.66666793,1.46243393951275,"Neighbor",-0.08864888064896
"Georgia",2023,6,2605897.91666376,0.940174971679876,"Ban",-0.816898732489833
"Hawaii",2023,6,293621.208330062,0.885494618998134,"Control",-0.0463867552081086
"Idaho",2023,6,447272.25000164,0,"Ban",-0.482615032075431
"Illinois",2023,6,2821903.25000154,2.84559720465102,"Neighbor",0.408991729453407
"Indiana",2023,6,1534461.83333485,0.4561859961539,"Neighbor",-0.106653497807906
"Iowa",2023,6,696056.750000493,0.41663269553782,"Neighbor",-0.174600085544067
"Kansas",2023,6,647586.333332345,3.1192752163337,"Neighbor",1.71889767523945
"Kentucky",2023,6,984667.666666037,0,"Ban",-0.226236007520956
"Louisiana",2023,6,1033737.79166849,0,"Ban",-0.244747938567607
"Maine",2023,6,285052.499999996,0.877031424035936,"Control",0.0707196217604055
"Maryland",2023,6,1384754.99999844,2.89581911602018,"Neighbor",0.785337455699839
"Massachusetts",2023,6,1607996.75000089,1.15049983776334,"Control",0.0522916703728347
"Michigan",2023,6,2165324.58333473,1.36238235260638,"Neighbor",-0.143767011195824
"Minnesota",2023,6,1255621.83333381,1.09109284629314,"Neighbor",0.17647290853829
"Mississippi",2023,6,664644.708333974,0,"Ban",-0.89996592648073
"Missouri",2023,6,1369646.9166651,0,"Ban",-0.00731926163488093
"Montana",2023,6,244059.458335539,0.819472440707606,"Neighbor",0.147419754535467
"Nebraska",2023,6,435130.541664956,0.551558617516663,"Ban",0.0209180289227542
"Nevada",2023,6,723267.874999121,1.96331131118153,"Neighbor",-0.010167252992012
"New Hampshire",2023,6,290213.1249997,0.826978449028617,"Control",0.0117891654563154
"New Jersey",2023,6,2033088.54166588,2.80361621404325,"Control",0.224474426242393
"New Mexico",2023,6,463265.125001908,4.31718230460746,"Neighbor",0.736443702426715
"New York",2023,6,4377401.91666791,2.40325202032347,"Control",0.0996698084341809
"North Carolina",2023,6,2451751.45833348,1.90068205492882,"Neighbor",0.947104222118699
"North Dakota",2023,6,172138.166668195,0,"Ban",-0.902012570330627
"Ohio",2023,6,2556135.87499818,0.770694554725657,"Neighbor",0.126905909534792
"Oklahoma",2023,6,917412.125001763,0,"Ban",0
"Oregon",2023,6,960882.791666385,1.16559481521952,"Neighbor",0.161857839762265
"Pennsylvania",2023,6,2808141.49999897,1.14666586423839,"Neighbor",0.0156400396929401
"Rhode Island",2023,6,245032.500000941,0.979461908110467,"Control",-0.038389319670411
"South Carolina",2023,6,1175881.45833564,0.790896049433701,"Neighbor",0.507190064953087
"South Dakota",2023,6,193309.500004476,0,"Ban",-0.114989892029055
"Tennessee",2023,6,1606368.24999861,0,"Ban",-0.532503891294558
"Texas",2023,6,7283811.66665888,0,"Ban",-0.298928050668107
"Utah",2023,6,856509.291668002,0.385284786995532,"Neighbor",0.026193171099242
"Vermont",2023,6,138230.083333601,0.868117830113686,"Control",-0.0363166265203598
"Virginia",2023,6,1956538.99999876,1.56909726818731,"Neighbor",0.141870028969357
"Washington",2023,6,1782388.33333528,1.11647948024673,"Neighbor",0.0439849174542457
"West Virginia",2023,6,364289.291669215,0,"Ban",-0.59400086519304
"Wisconsin",2023,6,1265759.16666621,0,"Ban",-0.328364760242108
"Wyoming",2023,6,124913.874999164,0.560386106030803,"Neighbor",0.0701877859365637
"Alabama",2023,7,1145695.33332946,0,"Ban",-0.36416988504055
"Alaska",2023,7,159582.666668786,1.06527860167192,"Control",0.116071634487756
"Arizona",2023,7,1657079.99999805,0.627610012794326,"Control",0.0579686883876183
"Arkansas",2023,7,680848.999998483,0,"Ban",-0.29029343376901
"California",2023,7,9005967.99999073,1.56118698178968,"Control",-0.0472187058905051
"Colorado",2023,7,1383520.66666414,1.61182991604805,"Neighbor",0.206817155083582
"Connecticut",2023,7,811019.99999717,1.66457054080628,"Control",0.29867103362068
"Delaware",2023,7,217780.000002496,1.42345486268917,"Control",0.150340744716276
"DC",2023,7,199722.000000136,4.75661169024621,"Control",0.239105873145945
"Florida",2023,7,4736936.00000132,1.46297100066331,"Neighbor",-0.0751881297520829
"Georgia",2023,7,2607603.66666367,0.928055145395732,"Ban",-0.803926140644324
"Hawaii",2023,7,293458.999996608,0.954136693722926,"Control",0.0101394124317152
"Idaho",2023,7,448191.666668368,0,"Ban",-0.48760510342896
"Illinois",2023,7,2819543.66666827,2.74512506810935,"Neighbor",0.337175494117773
"Indiana",2023,7,1534867.66666824,0.573339330230488,"Neighbor",0.0172895159381047
"Iowa",2023,7,696249.666667179,0.272890615387287,"Neighbor",-0.312948446043297
"Kansas",2023,7,647671.999998975,2.64022529922971,"Neighbor",1.24013955735629
"Kentucky",2023,7,984576.666666016,0,"Ban",-0.245395021713181
"Louisiana",2023,7,1033045.33333522,0,"Ban",-0.282521607955179
"Maine",2023,7,285272.999999996,0.806245245782122,"Control",0.0121191546524643
"Maryland",2023,7,1384340.66666505,2.80277831420435,"Neighbor",0.696731103723003
"Massachusetts",2023,7,1607742.00000092,1.07604329550327,"Control",-0.0135906674936064
"Michigan",2023,7,2164632.00000145,1.38591686716171,"Neighbor",-0.0988145041277004
"Minnesota",2023,7,1255684.33333383,1.03529204393951,"Neighbor",0.132371291194535
"Mississippi",2023,7,664463.666667331,0,"Ban",-0.878091651959729
"Missouri",2023,7,1369961.3333317,0,"Ban",-0.00731924578940497
"Montana",2023,7,244545.66666895,0.817843156757903,"Neighbor",0.135185806916176
"Nebraska",2023,7,435234.999998226,0.275713120499246,"Ban",-0.246304720559575
"Nevada",2023,7,723858.333332421,1.80974638223637,"Neighbor",-0.156030392019719
"New Hampshire",2023,7,290199.333333021,0.827017751018007,"Control",0.0110642131182641
"New Jersey",2023,7,2032659.99999918,2.65661743725078,"Control",0.0735240348299051
"New Mexico",2023,7,463347.00000198,3.79844911047763,"Neighbor",0.281229573869481
"New York",2023,7,4371085.66666795,2.29691220114051,"Control",0.0171890212048438
"North Carolina",2023,7,2454119.6666668,1.27540642883612,"Ban",0.281674968702329
"North Dakota",2023,7,172222.666668252,0,"Ban",-0.903116240409203
"Ohio",2023,7,2555519.33333145,0.673053018056318,"Neighbor",0.0242275590486205
"Oklahoma",2023,7,918227.666668492,0,"Ban",0
"Oregon",2023,7,960907.999999709,1.11353011942904,"Neighbor",0.118827601979362
"Pennsylvania",2023,7,2808202.99999894,1.15376274436044,"Neighbor",0.0470174966251626
"Rhode Island",2023,7,244965.00000098,0.857265323614232,"Control",-0.133211457741357
"South Carolina",2023,7,1177175.66666906,0.747551979637882,"Neighbor",0.455969090641145
"South Dakota",2023,7,193577.000004642,0,"Ban",-0.135191882508867
"Tennessee",2023,7,1607515.33333189,0,"Ban",-0.548706773933287
"Texas",2023,7,7292724.33332526,0.00137122967260718,"Ban",-0.300500600053967
"Utah",2023,7,857816.33333472,0.43132776285763,"Neighbor",0.0677536575334688
"Vermont",2023,7,138279.333333613,0.795491252005199,"Control",-0.10167556912062
"Virginia",2023,7,1956626.66666539,1.46681022440078,"Neighbor",0.0542634179700388
"Washington",2023,7,1783160.66666868,1.03748362925489,"Neighbor",-0.0358852195304185
"West Virginia",2023,7,364127.000002645,0,"Ban",-0.618748394126499
"Wisconsin",2023,7,1265708.6666662,0,"Ban",-0.341064661594055
"Wyoming",2023,7,124986.666665801,0.400042671221034,"Neighbor",-0.0803539352087048
"Alabama",2023,8,1146055.70832933,0,"Ban",-0.33687377274954
"Alaska",2023,8,159572.666668866,1.06534535988404,"Control",0.107913383785272
"Arizona",2023,8,1659163.91666465,0.67503878836245,"Control",0.100934105921276
"Arkansas",2023,8,681211.12499843,0,"Ban",-0.240392227943205
"California",2023,8,8999945.04165706,1.69778814529146,"Control",0.0670107731421428
"Colorado",2023,8,1384348.79166404,1.66143100196252,"Neighbor",0.236617311487253
"Connecticut",2023,8,811478.374997066,1.46645928796846,"Control",0.0863641035280998
"Delaware",2023,8,217950.125002585,1.33057964521269,"Control",0.0563047866186153
"DC",2023,8,199918.166666816,4.65190340380592,"Control",0.0526187946439149
"Florida",2023,8,4742034.3333347,1.47194210529714,"Neighbor",-0.105446613172239
"Georgia",2023,8,2609309.41666359,0.91978359663791,"Ban",-0.853953693079753
"Hawaii",2023,8,293296.791663155,1.02285469370065,"Control",0.0639064000288326
"Idaho",2023,8,449111.083335096,0,"Ban",-0.47875249622318
"Illinois",2023,8,2817184.083335,2.9852504313613,"Neighbor",0.497819169871304
"Indiana",2023,8,1535273.50000162,0.0455944820254671,"Ban",-0.518140043271362
"Iowa",2023,8,696442.583333865,0.531271362283468,"Neighbor",-0.0662474080470011
"Kansas",2023,8,647757.666665605,2.80969271945267,"Neighbor",1.41669342842323
"Kentucky",2023,8,984485.666665994,0,"Ban",-0.208810011253961
"Louisiana",2023,8,1032352.87500195,0,"Ban",-0.187090680680127
"Maine",2023,8,285493.499999996,0.77059547765537,"Control",-0.0281573403094321
"Maryland",2023,8,1383926.33333166,2.73858507401616,"Neighbor",0.62156223428576
"Massachusetts",2023,8,1607487.25000094,1.1819689394108,"Control",0.0758189265251501
"Michigan",2023,8,2163939.41666817,1.46029966257811,"Neighbor",-0.0809448676926916
"Minnesota",2023,8,1255746.83333385,1.10691101351195,"Neighbor",0.172654620595906
"Mississippi",2023,8,664282.625000689,0,"Ban",-0.940524130303199
"Missouri",2023,8,1370275.74999831,0,"Ban",-0.00731886206330332
"Montana",2023,8,245031.875002362,1.0202754233407,"Neighbor",0.357542654716353
"Nebraska",2023,8,435339.458331495,0.528323347673354,"Ban",-0.0123993875928123
"Nevada",2023,8,724448.791665721,2.08434332056523,"Neighbor",0.0377540334155904
"New Hampshire",2023,8,290185.541666342,0.895978478138481,"Control",0.0664713338723448
"New Jersey",2023,8,2032231.45833248,2.84908491907261,"Control",0.225628791060493
"New Mexico",2023,8,463428.875002052,3.66830832453518,"Neighbor",-0.0189749391202816
"New York",2023,8,4364769.41666799,2.39187892953341,"Control",0.0841744770554596
"North Carolina",2023,8,2456487.87500013,1.34745220348373,"Ban",0.467614558535947
"North Dakota",2023,8,172307.166668309,0,"Ban",-0.929641158909654
"Ohio",2023,8,2554902.79166471,0.75541034527676,"Neighbor",0.125863071411894
"Oklahoma",2023,8,919043.20833522,0,"Ban",0
"Oregon",2023,8,960933.208333034,1.16553366070354,"Neighbor",0.12578658755623
"Pennsylvania",2023,8,2808264.4999989,1.19646849504429,"Neighbor",0.0449293355070546
"Rhode Island",2023,8,244897.500001018,0.939168427603566,"Control",-0.061054794694919
"South Carolina",2023,8,1178469.87500248,0.644904054079789,"Neighbor",0.389124943776803
"South Dakota",2023,8,193844.500004808,0,"Ban",-0.104323242529334
"Tennessee",2023,8,1608662.41666517,0,"Ban",-0.507145242108632
"Texas",2023,8,7301636.99999163,0.0013695558954809,"Ban",-0.28486793766776
"Utah",2023,8,859123.375001439,0.395752239891541,"Neighbor",0.0395931388282174
"Vermont",2023,8,138328.583333625,1.01208294501466,"Control",0.0845005370862044
"Virginia",2023,8,1956714.33333201,1.57406727570457,"Neighbor",0.113153754627761
"Washington",2023,8,1783933.00000209,1.11551274627336,"Neighbor",0.0256835096888668
"West Virginia",2023,8,363964.708336074,0,"Ban",-0.589856431805301
"Wisconsin",2023,8,1265658.16666618,0,"Ban",-0.310867772960064
"Wyoming",2023,8,125059.458332438,0.639695718074685,"Neighbor",0.131387984412947
"Alabama",2023,9,1146416.08332921,0,"Ban",-0.44275843806547
"Alaska",2023,9,159562.666668947,0.940069523350427,"Control",0.0178611800843265
"Arizona",2023,9,1661247.83333125,0.674192000451914,"Control",0.11988373797152
"Arkansas",2023,9,681573.249998378,0,"Ban",-0.372314919530819
"California",2023,9,8993922.08332338,1.54326442584336,"Control",-0.0189827077729283
"Colorado",2023,9,1385176.91666395,1.4294202972777,"Neighbor",0.104471495506876
"Connecticut",2023,9,811936.749996963,1.33015287213449,"Control",0.0245374968718761
"Delaware",2023,9,218120.250002674,1.23784930558575,"Control",0.00412334208764387
"DC",2023,9,200114.333333496,3.84780034080204,"Control",-0.575437342523772
"Florida",2023,9,4747132.66666809,1.43033710594942,"Neighbor",-0.0093885032670975
"Georgia",2023,9,2611015.1666635,0.877053503647888,"Ban",-0.814316215994225
"Hawaii",2023,9,293134.583329701,0.921078628570822,"Control",0.00197480050379195
"Idaho",2023,9,450030.500001826,0,"Ban",-0.504331629772534
"Illinois",2023,9,2814824.50000172,2.68578023247822,"Neighbor",0.463274375610081
"Indiana",2023,9,1535679.33333501,0.0390706566778488,"Ban",-0.521796356231581
"Iowa",2023,9,696635.500000551,0.473705402609742,"Neighbor",-0.0915772122540495
"Kansas",2023,9,647843.333332235,2.50060457003917,"Neighbor",1.06787337349354
"Kentucky",2023,9,984394.666665973,0,"Ban",-0.296971723389783
"Louisiana",2023,9,1031660.41666867,0,"Ban",-0.486118273306526
"Maine",2023,9,285713.999999996,0.805000805000816,"Control",0.0213745760784348
"Maryland",2023,9,1383511.99999827,2.3346382250418,"Neighbor",0.25149724209444
"Massachusetts",2023,9,1607232.50000097,1.02660940467481,"Control",-0.0415720172570402
"Michigan",2023,9,2163246.83333489,1.37293625222667,"Neighbor",0.0141559491109029
"Minnesota",2023,9,1255809.33333387,1.00333702462221,"Neighbor",0.171254466492396
"Mississippi",2023,9,664101.583334045,0,"Ban",-0.728833739952736
"Missouri",2023,9,1370590.16666492,0,"Ban",-0.00732101377011225
"Montana",2023,9,245518.083335775,0.855334145439708,"Neighbor",0.14555235731088
"Nebraska",2023,9,435443.916664765,0.413371258872303,"Ban",-0.0756395683684273
"Nevada",2023,9,725039.249999022,1.90334523269169,"Neighbor",0.106622793061647
"New Hampshire",2023,9,290171.749999663,0.861558714796634,"Control",0.0643625079134439
"New Jersey",2023,9,2031802.91666578,2.43133817728081,"Control",-0.0711017342665912
"New Mexico",2023,9,463510.750002124,3.64608587825041,"Neighbor",0.513171857702022
"New York",2023,9,4358453.16666801,2.13607893534334,"Control",-0.109378600977184
"North Carolina",2023,9,2458856.08333347,1.59423726608906,"Ban",0.329628083957785
"North Dakota",2023,9,172391.666668366,0,"Ban",-0.78085795499695
"Ohio",2023,9,2554286.24999798,0.704697838780373,"Neighbor",6.25515396783793e-05
"Oklahoma",2023,9,919858.750001951,0,"Ban",0
"Oregon",2023,9,960958.416666359,0.999002645015917,"Neighbor",0.0692882139150255
"Pennsylvania",2023,9,2808325.99999886,1.13590801068013,"Neighbor",0.0876560049898654
"Rhode Island",2023,9,244830.000001055,0.980272025482847,"Control",-0.0285898056118834
"South Carolina",2023,9,1179764.0833359,0.135620334827947,"Ban",-0.267976083947708
"South Dakota",2023,9,194112.000004975,0,"Ban",-0.155863978968535
"Tennessee",2023,9,1609809.49999846,0,"Ban",-0.63878015133445
"Texas",2023,9,7310549.66665803,0.00136788619952998,"Ban",-0.352222712088181
"Utah",2023,9,860430.416668161,0.406773160525057,"Neighbor",0.011598287626276
"Vermont",2023,9,138377.833333636,0.79492500605053,"Control",-0.0740816596548439
"Virginia",2023,9,1956801.99999863,1.55355523962165,"Neighbor",0.269462236023567
"Washington",2023,9,1784705.3333355,1.00296668955127,"Neighbor",-0.0422504134326596
"West Virginia",2023,9,363802.416669503,0,"Ban",-0.605048591852719
"Wisconsin",2023,9,1265607.66666617,0.0395067139026653,"Ban",-0.361751810057562
"Wyoming",2023,9,125132.249999075,0.479492696730408,"Neighbor",0.0656956973012849
"Alaska",2023,10,159552.666669028,0.996699995721772,"Control",0.0590830777085333
"Arizona",2023,10,1663331.74999784,0.65770842413055,"Control",0.094739103072153
"California",2023,10,8987899.12498971,1.60874520856875,"Control",0.018456099647117
"Colorado",2023,10,1386005.04166386,1.54791936256843,"Neighbor",0.16943530164728
"Connecticut",2023,10,812395.124996859,1.43269822790559,"Control",0.0962049073464464
"DC",2023,10,200310.500000176,4.18517936603775,"Control",-0.299351213076423
"Delaware",2023,10,218290.375002764,1.27356407748089,"Control",0.0218337081859108
"Florida",2023,10,4752231.00000147,1.41761947160493,"Neighbor",-0.0895584800299161
"Georgia",2023,10,2612720.91666341,0.844845750399627,"Ban",-0.877160551396062
"Hawaii",2023,10,292972.374996247,0.961177237376257,"Control",0.0254568578127649
"Iowa",2023,10,696828.416667237,0.441645023265477,"Neighbor",-0.1381068835588
"Illinois",2023,10,2812464.91666845,2.7649122816365,"Neighbor",0.414717615521347
"Indiana",2023,10,1536085.1666684,0,"Ban",-0.558620390551857
"Kansas",2023,10,647928.999998865,2.6683742609144,"Neighbor",1.25736326982946
"Massachusetts",2023,10,1606977.750001,1.07089562839294,"Control",-0.0106283676086087
"Maryland",2023,10,1383097.66666488,2.66172440619269,"Neighbor",0.56268402822068
"Maine",2023,10,285934.499999996,0.776955653716881,"Control",-0.0108147002625404
"Michigan",2023,10,2162554.25000161,1.37270369710511,"Neighbor",-0.0730790255679572
"Minnesota",2023,10,1255871.83333389,1.03566306646452,"Neighbor",0.154697333543315
"Montana",2023,10,246004.291669186,0.883790366383217,"Neighbor",0.193596407627105
"North Carolina",2023,10,2461224.29166679,1.52362433151265,"Ban",0.445288169879863
"Nebraska",2023,10,435548.374998034,0.45779349812394,"Ban",-0.0544449653277522
"New Hampshire",2023,10,290157.958332984,0.842653246954894,"Control",0.0339834635148939
"New Jersey",2023,10,2031374.37499908,2.62920844516131,"Control",0.078097096360406
"New Mexico",2023,10,463592.625002196,3.62237059077363,"Neighbor",0.224252564032849
"Nevada",2023,10,725629.708332322,1.94555608320719,"Neighbor",0.0472149752000335
"New York",2023,10,4352136.91666805,2.22246579152567,"Control",-0.0422138893060713
"Ohio",2023,10,2553669.70833125,0.721325836838981,"Neighbor",0.0546092578958804
"Oregon",2023,10,960983.624999683,1.06661645046807,"Neighbor",0.0944936316048487
"Pennsylvania",2023,10,2808387.49999883,1.11834356342276,"Neighbor",0.0276502730401484
"Rhode Island",2023,10,244762.500001094,0.925135627774281,"Control",-0.0747376539246579
"South Carolina",2023,10,1181058.29166931,0.404247436946251,"Ban",0.076438923496579
"Utah",2023,10,861737.45833488,0.402316054130028,"Neighbor",0.0223446407971954
"Virginia",2023,10,1956889.66666525,1.53962598009375,"Neighbor",0.167819366115264
"Vermont",2023,10,138427.083333648,0.900707994571652,"Control",0.00838591324214066
"Washington",2023,10,1785477.6666689,1.05103286913169,"Neighbor",-0.0112519322856524
"Wyoming",2023,10,125205.041665712,0.470092901843473,"Neighbor",0.0105077534216776
"Wisconsin",2023,10,1265557.16666615,0.0110889431102146,"Control",-0.348239819562532
"Alabama",2023,10,1146776.45832909,0,"Ban",-0.389346829034018
"Arkansas",2023,10,681935.374998326,0,"Ban",-0.314219446700633
"Idaho",2023,10,450949.916668554,0,"Ban",-0.493689191552609
"Kentucky",2023,10,984303.666665951,0,"Ban",-0.259868623111763
"Louisiana",2023,10,1030967.9583354,0,"Ban",-0.345033315083737
"Mississippi",2023,10,663920.541667403,0,"Ban",-0.831437463605456
"Missouri",2023,10,1370904.58333152,0,"Ban",-0.00731983747443783
"North Dakota",2023,10,172476.166668423,0,"Ban",-0.86219928358112
"Oklahoma",2023,10,920674.29166868,0,"Ban",0
"South Dakota",2023,10,194379.500005141,0,"Ban",-0.139213910018598
"Tennessee",2023,10,1610956.58333174,0,"Ban",-0.576434884861936
"Texas",2023,10,7319462.33332441,0,"Ban",-0.31869635478116
"West Virginia",2023,10,363640.125002933,0,"Ban",-0.610665294227481
"Alaska",2023,11,159542.666669108,0.99517158846256,"Control",0.0592962392494795
"Arizona",2023,11,1665415.66666443,0.639564254017747,"Control",0.0802684110779245
"California",2023,11,8981876.16665604,1.58461666764055,"Control",0.00551078014048412
"Colorado",2023,11,1386833.16666377,1.52657368980353,"Neighbor",0.15574059296346
"Connecticut",2023,11,812853.499996755,1.42201746739058,"Control",0.0957200473873221
"DC",2023,11,200506.666666856,4.04334726022334,"Control",-0.401501828535721
"Delaware",2023,11,218460.500002853,1.25298838410477,"Control",0.00387027700600417
"Florida",2023,11,4757329.33333486,1.3885420084075,"Neighbor",-0.106425055575871
"Georgia",2023,11,2614426.66666333,0.816735091036822,"Ban",-0.895415621522043
"Hawaii",2023,11,292810.166662793,0.958698028383099,"Control",0.0262764192889796
"Iowa",2023,11,697021.333333923,0.428640698730603,"Neighbor",-0.147904139520175
"Illinois",2023,11,2810105.33333518,2.7217888334157,"Neighbor",0.395649238426975
"Indiana",2023,11,1536491.00000178,0,"Ban",-0.557408433302182
"Kansas",2023,11,648014.666665495,2.62816921705424,"Neighbor",1.21422460245831
"Massachusetts",2023,11,1606723.00000103,1.04096440015994,"Control",-0.0332500615776927
"Maryland",2023,11,1382683.33333149,2.65735635501992,"Neighbor",0.561505452263265
"Maine",2023,11,286154.999999996,0.751778255023753,"Control",-0.0302167801283639
"Michigan",2023,11,2161861.66666833,1.34860424955099,"Neighbor",-0.0803638695497484
"Minnesota",2023,11,1255934.3333339,1.00461810651495,"Neighbor",0.133024784181605
"Montana",2023,11,246490.500002598,0.883720156052168,"Neighbor",0.188444151912109
"North Carolina",2023,11,2463592.50000012,1.46366138428665,"Ban",0.350603424238474
"Nebraska",2023,11,435652.833331304,0.466062167570583,"Ban",-0.0410360012158137
"New Hampshire",2023,11,290144.166666305,0.829962823255538,"Control",0.0261320801999136
"New Jersey",2023,11,2030945.83333238,2.5917344664842,"Control",0.0567121263235646
"New Mexico",2023,11,463674.500002268,3.52452787587485,"Neighbor",0.17726837222324
"Nevada",2023,11,726220.166665622,1.92472499775545,"Neighbor",0.0637309020541275
"New York",2023,11,4345820.66666809,2.16096608173036,"Control",-0.0873455131693923
"Ohio",2023,11,2553053.16666451,0.711013134110811,"Neighbor",0.037931696484158
"Oregon",2023,11,961008.833333008,1.03602550980289,"Neighbor",0.0810865617610149
"Pennsylvania",2023,11,2808448.99999879,1.10432632894395,"Neighbor",0.0249365703274071
"Rhode Island",2023,11,244695.000001132,0.890583164136992,"Control",-0.103534421540032
"South Carolina",2023,11,1182352.50000273,0.402478731505523,"Ban",0.0624398151326667
"Utah",2023,11,863044.500001599,0.398560829206195,"Neighbor",0.0117749463648577
"Virginia",2023,11,1956977.33333188,1.53026008110008,"Neighbor",0.173855791690621
"Vermont",2023,11,138476.333333659,0.873888207531528,"Control",-0.00931955913615223
"Washington",2023,11,1786250.00000231,1.04202205750422,"Neighbor",-0.0141440171964167
"Wyoming",2023,11,125277.833332349,0.46746782308207,"Neighbor",0.0164023465741183
"Wisconsin",2023,11,1265506.66666614,0.0117013229914126,"Control",-0.35626409825594
"Alabama",2023,11,1147136.83332896,0,"Ban",-0.398337675253194
"Arkansas",2023,11,682297.499998273,0,"Ban",-0.327637290219672
"Idaho",2023,11,451869.333335282,0,"Ban",-0.498353072411085
"Kentucky",2023,11,984212.66666593,0,"Ban",-0.269286888268876
"Louisiana",2023,11,1030275.50000213,0,"Ban",-0.372982164950076
"Mississippi",2023,11,663739.50000076,0,"Ban",-0.812366400017011
"Missouri",2023,11,1371218.99999813,0,"Ban",-0.00731999634039869
"North Dakota",2023,11,172560.66666848,0,"Ban",-0.851215419244845
"Oklahoma",2023,11,921489.833335408,0,"Ban",0
"South Dakota",2023,11,194647.000005307,0,"Ban",-0.146041922724774
"Tennessee",2023,11,1612103.66666502,0,"Ban",-0.588675761819509
"Texas",2023,11,7328374.99999079,0,"Ban",-0.324174374683992
"West Virginia",2023,11,363477.833336362,0,"Ban",-0.615437851401134
"Alaska",2023,12,159532.666669189,0.915335932535606,"Control",-0.0108343137171708
"Arizona",2023,12,1667499.58333103,0.640241603869416,"Control",0.0847045896625702
"California",2023,12,8975853.20832235,1.57673826509836,"Control",0.00425553904203202
"Colorado",2023,12,1387661.29166368,1.49373697523768,"Neighbor",0.136456113490597
"Connecticut",2023,12,813311.874996652,1.41282020977573,"Control",0.0940052912695042
"DC",2023,12,200702.833333536,3.89345797542338,"Control",-0.538574270870235
"Delaware",2023,12,218630.625002943,1.28195856878768,"Control",0.0388743125655637
"Florida",2023,12,4762427.66666825,1.40567922788413,"Neighbor",-0.073424432462619
"Georgia",2023,12,2616132.41666324,0.848013646514367,"Ban",-0.858963329924734
"Hawaii",2023,12,292647.958329339,0.947496996518122,"Control",0.0233136452755276
"Iowa",2023,12,697214.250000609,0.434213113415345,"Neighbor",-0.139205868131009
"Illinois",2023,12,2807745.7500019,2.71174513579758,"Neighbor",0.415192428123413
"Indiana",2023,12,1536896.83333517,0,"Ban",-0.558699785934532
"Kansas",2023,12,648100.333332125,2.72617078346128,"Neighbor",1.30664741336616
"Massachusetts",2023,12,1606468.25000105,1.04541144769413,"Control",-0.0266986054781808
"Maryland",2023,12,1382268.9999981,2.65068592099411,"Neighbor",0.558427533065401
"Maine",2023,12,286375.499999997,0.80037217964937,"Control",0.0148430740253863
"Michigan",2023,12,2161169.08333504,1.34098762315622,"Neighbor",-0.0680211245201949
"Minnesota",2023,12,1255996.83333392,1.000367727809,"Neighbor",0.140024149418917
"Montana",2023,12,246976.708336011,0.859634794551474,"Neighbor",0.160476193952411
"North Carolina",2023,12,2465960.70833345,1.61565673623897,"Ban",0.459262952323816
"Nebraska",2023,12,435757.291664574,0.495697855097014,"Ban",-0.00637857281547305
"New Hampshire",2023,12,290130.374999626,0.821550173450691,"Control",0.0218985331850503
"New Jersey",2023,12,2030517.29166567,2.54863629140056,"Control",0.0291751393718331
"New Mexico",2023,12,463756.37500234,3.75440850661329,"Neighbor",0.468176740874625
"Nevada",2023,12,726810.624998923,1.92306058785203,"Neighbor",0.0958935806256267
"New York",2023,12,4339504.41666811,2.17113690508401,"Control",-0.0761227559792084
"Ohio",2023,12,2552436.62499778,0.717159737331442,"Neighbor",0.0349251207576784
"Oregon",2023,12,961034.041666333,1.0318613613209,"Neighbor",0.0924291770353578
"Pennsylvania",2023,12,2808510.49999875,1.10634230183295,"Neighbor",0.035227307031396
