"State","Year","Month","Population","BirthsPerThousandWomen","TreatedOriginal","Tau"
"Maine",2023,1,283949.999999995,3.37735516816347,"Control",0.0482686258497758
"Maryland",2023,1,1386826.66666538,4.03222705072865,"Control",0.0567653782360535
"Massachusetts",2023,1,1609270.50000075,3.30025312711413,"Control",-0.0304242607919623
"Michigan",2023,1,2168787.50000113,3.70114637787049,"Control",0.00449139501359941
"Minnesota",2023,1,1255309.33333373,4.06593009744085,"Control",0.0493525618815882
"Mississippi",2023,1,665549.91666719,4.58868662367689,"Ban",0.265284775311926
"Missouri",2023,1,1368074.83333206,4.07945520524414,"Ban",0.0603775594886002
"Montana",2023,1,241628.416668478,3.5136595757479,"Control",-0.0381217666446299
"Nebraska",2023,1,434608.249998608,4.65476667782188,"Control",0.139199816684386
"Nevada",2023,1,720315.583332619,3.77195782358269,"Control",-0.0171322455193406
"New Hampshire",2023,1,290282.083333095,3.20378023101356,"Control",0.0115528462703653
"New Jersey",2023,1,2035231.24999939,4.05408476309632,"Control",-0.00596557385235919
"New Mexico",2023,1,462855.750001547,3.75711007153781,"Control",0.000212561727890304
"New York",2023,1,4408983.16666776,3.76458683840803,"Control",0.00947025392639311
"North Carolina",2023,1,2439910.41666683,4.16490701075917,"Control",0.0789656549452475
"North Dakota",2023,1,171715.666667909,4.65886436295395,"Control",0.123271423606984
"Ohio",2023,1,2559218.58333185,4.16181723177919,"Ban",0.15287636314673
"Oklahoma",2023,1,913334.416668117,4.4518195370683,"Ban",0.0913446384722505
"Oregon",2023,1,960756.749999761,3.20996964111963,"Control",-0.0342927438692775
"Pennsylvania",2023,1,2807833.99999915,3.69644359317649,"Control",-0.00914755918619603
"Rhode Island",2023,1,245370.000000751,3.30928801400951,"Control",0.022537749577114
"South Carolina",2023,1,1169410.41666856,4.1533750091236,"Ban",0.0638484419665675
"South Dakota",2023,1,191972.000003645,4.77152918124835,"Ban",0.217775590306934
"Tennessee",2023,1,1600632.8333322,4.3476554117116,"Ban",0.113013014316552
"Texas",2023,1,7239248.33332694,4.494665537333,"Ban",0.00844752340505028
"Utah",2023,1,849974.083334401,4.12012562343295,"Control",-0.0424363147137061
"Vermont",2023,1,137983.833333543,2.83366529653405,"Control",-0.0331978197110354
"Virginia",2023,1,1956100.66666565,3.93435784320779,"Control",-0.003676418958249
"Washington",2023,1,1778526.66666824,3.71206129417654,"Control",0.0101617633206286
"West Virginia",2023,1,365100.750002069,3.84551387525784,"Ban",0.111841309436572
"Wisconsin",2023,1,1266011.66666629,3.77879614063701,"Ban",0.0513513602152078
"Wyoming",2023,1,124549.916665979,3.68526942680305,"Control",-0.0535114893752824
"Alabama",2023,2,1143893.45833008,3.85175731875602,"Ban",0.0428845301579099
"Alaska",2023,2,159632.666668382,4.2723085082377,"Control",-0.0739009069406009
"Arizona",2023,2,1646660.41666507,3.66681553700585,"Control",0.0210035735204959
"Arkansas",2023,2,679038.374998744,3.94970313718273,"Ban",0.0465099649849834
"California",2023,2,9036082.7916591,3.37845510094035,"Control",0.00215490244608318
"Colorado",2023,2,1379380.0416646,3.37325454874995,"Control",-0.026802859851109
"Connecticut",2023,2,808728.124997687,3.26067552059914,"Control",0.0725241725780199
"Delaware",2023,2,216929.375002049,3.5679815146874,"Control",0.0488763664216538
"DC",2023,2,198741.166666736,3.07435047427577,"Control",-0.063318939931329
"Florida",2023,2,4711444.33333438,3.53946663064956,"Control",-0.0622109310193228
"Georgia",2023,2,2599074.9166641,3.67361476915594,"Ban",0.0657081868615697
"Hawaii",2023,2,294270.041663877,3.94875398606585,"Control",-0.0271151640767977
"Idaho",2023,2,443594.583334723,3.70383242204795,"Control",-0.0197903632839997
"Illinois",2023,2,2831341.58333463,3.28148325680205,"Control",-0.00749276443803737
"Indiana",2023,2,1532838.50000131,3.95410214448217,"Control",0.0494548985031975
"Iowa",2023,2,695285.083333749,3.93507651117933,"Control",-0.00153176327617777
"Kansas",2023,2,647243.666665825,3.85326288760375,"Control",-0.0656169167582625
"Kentucky",2023,2,985031.666666123,3.97550670960036,"Ban",0.0260377929758104
"Louisiana",2023,2,1036507.62500158,4.04917426438962,"Ban",-0.0783236223230199
"Maine",2023,2,284170.499999995,3.08969439121941,"Control",0.0310666333220575
"Maryland",2023,2,1386412.333332,3.52636793719958,"Control",-0.0276540314668074
"Massachusetts",2023,2,1609015.75000078,3.05466245435921,"Control",0.0109677773696504
"Michigan",2023,2,2168094.91666785,3.5132225722417,"Control",0.0166558681193703
"Minnesota",2023,2,1255371.83333374,3.71921678981843,"Control",-0.0164581372763406
"Mississippi",2023,2,665368.875000547,3.86251911768174,"Ban",0.0281944440004458
"Missouri",2023,2,1368389.24999867,3.66343129340198,"Ban",0.0336826332595042
"Montana",2023,2,242114.625001889,3.4487796843891,"Control",-0.00552623323350954
"Nebraska",2023,2,434712.708331877,4.13606495862397,"Control",-0.0528499490024705
"Nevada",2023,2,720906.041665918,3.39988827716864,"Control",0.0179058426306695
"New Hampshire",2023,2,290268.291666416,3.01100748890762,"Control",0.0102044023727208
"New Jersey",2023,2,2034802.70833269,3.77628748405601,"Control",0.0473467361793438
"New Mexico",2023,2,462937.625001619,3.46050939366701,"Control",0.00603375561374575
"New York",2023,2,4402666.9166678,3.36409732562959,"Control",-0.065039736562372
"North Carolina",2023,2,2442278.62500015,3.69122503375283,"Control",-0.0106638908626371
"North Dakota",2023,2,171800.166667966,4.2200191889289,"Control",-0.115539532060118
"Ohio",2023,2,2558602.04166511,3.77901676092915,"Ban",0.058992255916392
"Oklahoma",2023,2,914149.958334845,3.9774655863061,"Ban",0.0555303319896563
"Oregon",2023,2,960781.958333086,2.8893132056895,"Control",-0.056607899392795
"Pennsylvania",2023,2,2807895.49999912,3.42569728823705,"Control",-0.00101374536102927
"Rhode Island",2023,2,245302.500000789,2.75170452807382,"Control",-0.0840797734698295
"South Carolina",2023,2,1170704.62500197,3.63541743075699,"Ban",-0.0839760685394482
"South Dakota",2023,2,192239.500003811,4.27071439523992,"Ban",-0.177959065892575
"Tennessee",2023,2,1601779.91666548,3.9587211289304,"Ban",0.122115341603028
"Texas",2023,2,7248160.99999332,3.99453047469926,"Ban",0.0208516176872742
"Utah",2023,2,851281.12500112,4.07855865475161,"Control",0.0587661269914488
"Vermont",2023,2,138033.083333555,2.59358112819155,"Control",-0.00925810290444451
"Virginia",2023,2,1956188.33333228,3.58912272421135,"Control",0.015732128088128
"Washington",2023,2,1779299.00000165,3.3603121229172,"Control",-0.0452233749380455
"West Virginia",2023,2,364938.458335498,3.57320520820855,"Control",0.171817896729088
"Wisconsin",2023,2,1265961.16666627,3.49931744878539,"Ban",0.0647688187644753
"Wyoming",2023,2,124622.708332616,3.60287467675334,"Control",-0.000711655675871725
"Alabama",2023,3,1144253.83332995,4.29187987573373,"Ban",0.133037243685759
"Alaska",2023,3,159622.666668463,4.74869901512403,"Control",-0.0182066936942613
"Arizona",2023,3,1648744.33333167,3.90236367757432,"Control",-0.0188816616754566
"Arkansas",2023,3,679400.499998693,4.20370606145491,"Ban",-0.059682410561031
"California",2023,3,9030059.83332542,3.66309865167512,"Control",-0.0263938085851598
"Colorado",2023,3,1380208.16666451,3.80594762940341,"Control",0.0179705397019831
"Connecticut",2023,3,809186.499997584,3.5517152102866,"Control",-0.0030790748901679
"Delaware",2023,3,217099.500002138,4.14556459131014,"Control",0.0577773709090739
"DC",2023,3,198937.333333417,3.48350904472284,"Control",0.0254316602936293
"Florida",2023,3,4716542.66666777,3.85473031517063,"Control",0.00819507359051563
"Georgia",2023,3,2600780.66666402,3.95804234164965,"Ban",0.00717224599647448
"Hawaii",2023,3,294107.833330423,4.21274056515187,"Control",-0.0246310050418383
"Idaho",2023,3,444514.000001454,4.30132684233511,"Ban",0.0737562502442541
"Illinois",2023,3,2828982.00000136,3.76248417275009,"Control",0.0236597117591555
"Indiana",2023,3,1533244.33333469,4.38090645695785,"Control",0.0487725088082795
"Iowa",2023,3,695478.000000435,4.37109441276086,"Control",-0.000186739571229388
"Kansas",2023,3,647329.333332455,4.40888409197771,"Control",0.0253413725764906
"Kentucky",2023,3,984940.666666102,4.48453409376524,"Ban",0.203501257192348
"Louisiana",2023,3,1035815.16666831,4.20345264300833,"Ban",-0.233776528905541
"Maine",2023,3,284390.999999995,3.32640625054947,"Control",-0.0705762414691695
"Maryland",2023,3,1385997.99999861,3.94589313982091,"Control",-0.0360300650390717
"Massachusetts",2023,3,1608761.00000081,3.41878004252791,"Control",-0.0244417350502157
"Michigan",2023,3,2167402.33333457,3.89867624946199,"Control",-0.00196782719957111
"Minnesota",2023,3,1255434.33333376,4.22483268074676,"Control",0.0545499484461276
"Mississippi",2023,3,665187.833333903,4.24391406236521,"Ban",0.00365079602703577
"Missouri",2023,3,1368703.66666528,4.06954415017445,"Ban",-0.0494302577633663
"Montana",2023,3,242600.833335302,3.80048158666335,"Control",-0.0360384152557471
"Nebraska",2023,3,434817.166665147,4.85491411526004,"Control",0.182926934021547
"Nevada",2023,3,721496.49999922,3.58976100369551,"Control",-0.110276921437976
"New Hampshire",2023,3,290254.499999737,3.46592387026182,"Control",0.0145708669495983
"New Jersey",2023,3,2034374.16666598,4.11084653798255,"Control",0.00615549271985572
"New Mexico",2023,3,463019.500001691,3.91128235418462,"Control",0.0170962185167793
"New York",2023,3,4396350.66666782,3.87275749614048,"Control",0.027817822267711
"North Carolina",2023,3,2444646.83333349,4.00916805910794,"Control",-0.0341650051570257
"North Dakota",2023,3,171884.666668023,4.74736936003731,"Control",-0.0132225336171166
"Ohio",2023,3,2557985.49999838,4.25960194067046,"Control",0.127412725516599
"Oklahoma",2023,3,914965.500001576,4.33349672746477,"Ban",-0.000914417868051132
"Oregon",2023,3,960807.166666411,3.26808553155828,"Control",-0.050683322174998
"Pennsylvania",2023,3,2807956.99999908,3.8540476225254,"Control",0.0341039332676494
"Rhode Island",2023,3,245235.000000827,3.24586620995092,"Control",-0.0686830392308413
"South Carolina",2023,3,1171998.83333539,4.11348532342811,"Control",0.071494829505701
"South Dakota",2023,3,192507.000003978,4.78424161189448,"Ban",-0.170949584791096
"Tennessee",2023,3,1602926.99999876,4.28279017073472,"Ban",0.132334313889396
"Texas",2023,3,7257073.66665972,4.32695070249345,"Ban",-0.0149739301340963
"Utah",2023,3,852588.166667842,4.6458538305554,"Control",0.067855388547982
"Vermont",2023,3,138082.333333567,2.98372710001017,"Control",-0.0313573122155884
"Virginia",2023,3,1956275.9999989,3.91458056020946,"Control",-0.0391813879331817
"Washington",2023,3,1780071.33333506,3.76108522991411,"Control",-0.0315771698447915
"West Virginia",2023,3,364776.166668927,3.80233174953793,"Control",-0.00669765769151098
"Wisconsin",2023,3,1265910.66666626,4.06663766690356,"Ban",0.148198514202294
"Wyoming",2023,3,124695.499999253,4.29847107556576,"Control",0.0925859554425594
"Alabama",2023,4,1144614.20832983,3.82399586528524,"Ban",-0.00364128902391014
"Alaska",2023,4,159612.666668543,4.46079885049826,"Control",-0.110341284734623
"Arizona",2023,4,1650828.24999826,3.62000105099139,"Control",-0.017086522307352
"Arkansas",2023,4,679762.62499864,3.92195731562225,"Ban",-0.0239321977813587
"California",2023,4,9024036.87499175,3.42651525346612,"Control",-0.0230980654865705
"Colorado",2023,4,1381036.29166441,3.69360315205933,"Control",0.0397859892593084
"Connecticut",2023,4,809644.87499748,3.44224991235654,"Control",0.0354480592867161
"Delaware",2023,4,217269.625002228,3.7234841271149,"Control",0.038659185222004
"DC",2023,4,199133.500000096,3.06327162431085,"Control",-0.100593429426888
"Florida",2023,4,4721641.00000116,3.58985361233432,"Control",-0.0228966046703669
"Georgia",2023,4,2602486.41666393,3.57888515396726,"Ban",-0.0841391815796451
"Hawaii",2023,4,293945.62499697,4.07558370706266,"Control",0.00918191519480249
"Idaho",2023,4,445433.416668182,3.98039287950587,"Ban",-0.0377207062943228
"Illinois",2023,4,2826622.41666809,3.45253046266559,"Control",-0.00926793171672013
"Indiana",2023,4,1533650.16666808,3.99113183242964,"Control",-0.00480788143118849
"Iowa",2023,4,695670.916667121,4.14132592146088,"Control",-0.00158932559524683
"Kansas",2023,4,647414.999999085,4.08084458964302,"Control",0.00908162251870337
"Kentucky",2023,4,984849.66666608,4.00264135067892,"Ban",-0.0138971672526544
"Louisiana",2023,4,1035122.70833503,3.87103863893117,"Ban",-0.24358516089482
"Maine",2023,4,284611.499999995,3.39410037893766,"Control",0.0844034992348077
"Maryland",2023,4,1385583.66666522,3.73705328994117,"Control",0.00825064377385853
"Massachusetts",2023,4,1608506.25000083,3.35031337304235,"Control",0.0337596559841296
"Michigan",2023,4,2166709.75000129,3.63961993524758,"Control",-0.020624947845779
"Minnesota",2023,4,1255496.83333378,3.98806262752944,"Control",-0.0226117669298089
"Mississippi",2023,4,665006.79166726,3.83153981572402,"Ban",-0.00252972517074124
"Missouri",2023,4,1369018.08333188,3.77131614465925,"Ban",-0.0181033558350383
"Montana",2023,4,243087.041668714,3.71883253749082,"Control",-0.00749383395532277
"Nebraska",2023,4,434921.624998417,4.49966128956481,"Control",0.0848206463282954
"Nevada",2023,4,722086.95833252,3.41787089701666,"Control",-0.0336703938197456
"New Hampshire",2023,4,290240.708333058,3.33860816963019,"Control",-0.00320667372985683
"New Jersey",2023,4,2033945.62499928,3.79852829153322,"Control",-0.074561741471185
"New Mexico",2023,4,463101.375001763,3.45280771406458,"Control",-0.0210541341962167
"New York",2023,4,4390034.41666786,3.64644066097105,"Control",0.020690479308493
"North Carolina",2023,4,2447015.04166682,3.77725508123727,"Control",-0.0312222059157055
"North Dakota",2023,4,171969.16666808,4.8031866177166,"Control",0.243684447722337
"Ohio",2023,4,2557368.95833165,3.95719200666375,"Control",0.12103395139751
"Oklahoma",2023,4,915781.041668304,4.00204834260749,"Ban",0.0366749184875506
"Oregon",2023,4,960832.374999735,3.20243164162828,"Control",-0.00493361514853285
"Pennsylvania",2023,4,2808018.49999904,3.5281106588163,"Control",-0.0243581361381668
"Rhode Island",2023,4,245167.500000865,3.18149836335259,"Control",-0.00722051233852072
"South Carolina",2023,4,1173293.04166881,3.72626432164089,"Control",-0.0412237280002481
"South Dakota",2023,4,192774.500004144,4.73091617397735,"Ban",-0.0227475785419191
"Tennessee",2023,4,1604074.08333205,3.9468251907973,"Ban",0.0304074056744192
"Texas",2023,4,7265986.3333261,3.97427116915333,"Ban",-0.0270759943263896
"Utah",2023,4,853895.208334561,4.2311983540074,"Control",-0.0662631097708051
"Vermont",2023,4,138131.583333578,3.22880538423238,"Control",0.118436379623681
"Virginia",2023,4,1956363.66666552,3.60106871745768,"Control",-0.0654449217498896
"Washington",2023,4,1780843.66666846,3.66174758742257,"Control",-0.00205264572507469
"West Virginia",2023,4,364613.875002357,3.28566761205195,"Ban",-0.203659564578166
"Wisconsin",2023,4,1265860.16666624,3.82822694607918,"Ban",0.116628465355663
"Wyoming",2023,4,124768.29166589,3.99139872279061,"Control",0.0643080644682659
"Alabama",2023,5,1144974.5833297,4.05161832196249,"Ban",-0.0246924101630892
"Alaska",2023,5,159602.666668624,4.80568411549469,"Control",-0.0228985627265841
"Arizona",2023,5,1652912.16666486,3.73462070429035,"Control",-0.126591128074819
"Arkansas",2023,5,680124.749998587,4.24480950003069,"Ban",0.058417558131918
"California",2023,5,9018013.91665808,3.63516848642749,"Control",-0.0356459609443358
"Colorado",2023,5,1381864.41666432,3.8180301456316,"Control",0.0122609268187204
"Connecticut",2023,5,810103.249997376,3.62176055954535,"Control",-0.00293692056686679
"Delaware",2023,5,217439.750002317,4.13907760651128,"Control",0.051639630649535
"DC",2023,5,199329.666666776,3.44655169242054,"Control",0.0360726255213533
"Florida",2023,5,4726739.33333454,3.80833355312212,"Control",-0.02354905095698
"Georgia",2023,5,2604192.16666385,3.89064990276037,"Ban",-0.0373985224372566
"Hawaii",2023,5,293783.416663516,4.12889200410282,"Control",-0.0673049835752222
"Idaho",2023,5,446352.833334909,4.1447031626926,"Ban",-0.122541470223855
"Illinois",2023,5,2824262.83333482,3.7181383673136,"Control",-0.014628022877567
"Indiana",2023,5,1534056.00000147,4.29319399030655,"Control",-0.00160654124138748
"Iowa",2023,5,695863.833333806,4.49082112089153,"Control",0.0640327923457225
"Kansas",2023,5,647500.666665715,4.32740867191506,"Control",-0.0180547720931372
"Kentucky",2023,5,984758.666666059,4.40006282419382,"Ban",0.149889419939645
"Louisiana",2023,5,1034430.25000176,4.45945968806706,"Ban",0.0962944987040348
"Maine",2023,5,284831.999999995,3.47222222222228,"Control",-0.0356931792112958
"Maryland",2023,5,1385169.33333183,3.98218460896189,"Control",-0.0205237901846473
"Massachusetts",2023,5,1608251.50000086,3.56411916917033,"Control",-0.005037563254783
"Michigan",2023,5,2166017.16666801,3.89285926711789,"Control",-0.0245814507615827
"Minnesota",2023,5,1255559.3333338,4.20370416584432,"Control",0.00291395428916452
"Mississippi",2023,5,664825.750000618,4.19207589356671,"Ban",0.0235307732886687
"Missouri",2023,5,1369332.49999849,4.13120991432412,"Ban",0.0127272401737857
"Montana",2023,5,243573.250002126,3.94542504150852,"Control",-0.00173033998793759
"Nebraska",2023,5,435026.083331686,4.58363320362028,"Control",-0.0824020751275079
"Nevada",2023,5,722677.41666582,3.53961524327371,"Control",-0.0939646633072448
"New Hampshire",2023,5,290226.916666379,3.48692675243252,"Control",-0.0132150186679478
"New Jersey",2023,5,2033517.08333258,4.22224139171186,"Control",0.0529881107871368
"New Mexico",2023,5,463183.250001835,3.82785862829231,"Control",0.0117196632863008
"New York",2023,5,4383718.16666789,3.96649586923987,"Control",0.0534025944762577
"North Carolina",2023,5,2449383.25000014,4.07449507952642,"Control",0.00622964481983423
"North Dakota",2023,5,172053.666668137,4.98681612903338,"Control",0.224758645426454
"Ohio",2023,5,2556752.41666491,4.12671947867481,"Control",0.00537025473710528
"Oklahoma",2023,5,916596.583335033,4.36724298647841,"Ban",0.0946859354037466
"Oregon",2023,5,960857.58333306,3.42922828227069,"Control",0.0233123788807128
"Pennsylvania",2023,5,2808079.99999901,3.78229964958397,"Control",-0.0269393419771045
"Rhode Island",2023,5,245100.000000903,3.41493268052597,"Control",-0.0241374953516083
"South Carolina",2023,5,1174587.25000222,4.02694648693917,"Control",0.00606735047695839
"South Dakota",2023,5,193042.00000431,5.49621325916802,"Ban",0.413865507785876
"Tennessee",2023,5,1605221.16666533,4.24925869509302,"Ban",0.0937203443406736
"Texas",2023,5,7274898.99999248,4.35098824052853,"Ban",0.0566726180094941
"Utah",2023,5,855202.250001279,4.56149407931769,"Control",-0.0246200950846207
"Vermont",2023,5,138180.83333359,3.30726041358234,"Control",0.0444581564788806
"Virginia",2023,5,1956451.33333214,3.96278704607256,"Control",-0.0040156430038718
"Washington",2023,5,1781616.00000187,3.92677209903406,"Control",0.0373836819957081
"West Virginia",2023,5,364451.583335786,3.86059510874361,"Ban",0.0920289379138151
"Wisconsin",2023,5,1265809.66666623,4.11120260576443,"Ban",0.108733263087102
"Wyoming",2023,5,124841.083332527,4.08519364287767,"Control",-0.00289786443675766
"Alabama",2023,6,1145334.95832958,4.21186829662092,"Ban",0.0723131639616588
"Alaska",2023,6,159592.666668705,4.86237880598163,"Control",0.0128940499362011
"Arizona",2023,6,1654996.08333146,3.73112665473498,"Control",-0.149085571819936
"Arkansas",2023,6,680486.874998535,4.32043601135779,"Ban",0.0852287950731752
"California",2023,6,9011990.9583244,3.62261792660188,"Control",-0.069006723755483
"Colorado",2023,6,1382692.54166423,3.79621632563536,"Control",-0.0227284325088668
"Connecticut",2023,6,810561.624997274,3.55802681876249,"Control",-0.0655379401261302
"Delaware",2023,6,217609.875002406,4.0806971650077,"Control",-0.00960737288124847
"DC",2023,6,199525.833333456,3.19758093145636,"Control",-0.144358839485122
"Florida",2023,6,4731837.66666793,3.83423973476587,"Control",-0.0308670536355389
"Georgia",2023,6,2605897.91666376,4.06807954072586,"Ban",0.100636643864741
"Hawaii",2023,6,293621.208330062,4.19928794317192,"Control",-0.0411164844765617
"Idaho",2023,6,447272.25000164,4.35081765075492,"Ban",0.0431129729713069
"Illinois",2023,6,2821903.25000154,3.81267500932009,"Control",-0.00528566176276968
"Indiana",2023,6,1534461.83333485,4.36700337175327,"Control",0.0158700986014075
"Iowa",2023,6,696056.750000493,4.46946315799365,"Control",0.0241491574994201
"Kansas",2023,6,647586.333332345,4.54456780280697,"Control",0.0754704576317611
"Kentucky",2023,6,984667.666666037,4.54163384397666,"Ban",0.214333181557405
"Louisiana",2023,6,1033737.79166849,4.27477841635989,"Ban",-0.145196017612026
"Maine",2023,6,285052.499999996,3.4484875593093,"Control",-0.0709245755066834
"Maryland",2023,6,1384754.99999844,4.09314283032478,"Control",0.02642377164642
"Massachusetts",2023,6,1607996.75000089,3.70336569398956,"Control",0.0601786111979261
"Michigan",2023,6,2165324.58333473,3.98600748655786,"Control",0.0180110466494003
"Minnesota",2023,6,1255621.83333381,4.26402270003902,"Control",0.000778960232426407
"Mississippi",2023,6,664644.708333974,4.49864410640514,"Ban",0.290813158810364
"Missouri",2023,6,1369646.9166651,4.11346890315207,"Ban",-0.060634750221114
"Montana",2023,6,244059.458335539,3.91707826658236,"Control",-0.0193519650450344
"Nebraska",2023,6,435130.541664956,4.88129376502247,"Control",0.131092634506512
"Nevada",2023,6,723267.874999121,3.64733467527948,"Control",-0.0374192204235517
"New Hampshire",2023,6,290213.1249997,3.6731626111021,"Control",0.0522311403693583
"New Jersey",2023,6,2033088.54166588,4.25854547038358,"Control",0.0214752709996313
"New Mexico",2023,6,463265.125001908,3.79264465459766,"Control",-0.0180044134850372
"New York",2023,6,4377401.91666791,3.98546908237293,"Control",0.0113998987205099
"North Carolina",2023,6,2451751.45833348,4.06607283381661,"Control",-0.0338529264369329
"North Dakota",2023,6,172138.166668195,4.76361527412217,"Control",-0.0122339722538056
"Ohio",2023,6,2556135.87499818,4.22708358569072,"Control",0.0670315063768632
"Oklahoma",2023,6,917412.125001763,4.41677179707235,"Ban",0.0893449121729022
"Oregon",2023,6,960882.791666385,3.38230638344951,"Control",-0.0453730451036165
"Pennsylvania",2023,6,2808141.49999897,3.84880890083493,"Control",-0.0114699107098559
"Rhode Island",2023,6,245032.500000941,3.67298215541425,"Control",0.116537901335973
"South Carolina",2023,6,1175881.45833564,4.22831737396168,"Control",0.194533042672075
"South Dakota",2023,6,193309.500004476,4.80059179698106,"Ban",-0.165323655727992
"Tennessee",2023,6,1606368.24999861,4.35143062620046,"Ban",0.156470114214865
"Texas",2023,6,7283811.66665888,4.4215860422944,"Ban",0.0664820799878507
"Utah",2023,6,856509.291668002,4.57087860935608,"Control",-0.0102210638911897
"Vermont",2023,6,138230.083333601,3.16863007991495,"Control",-0.0369760982290415
"Virginia",2023,6,1956538.99999876,4.03058666349354,"Control",1.06671430932792e-05
"Washington",2023,6,1782388.33333528,3.87850384268624,"Control",-0.00438352402320685
"West Virginia",2023,6,364289.291669215,4.029764348201,"Ban",0.195860915647081
"Wisconsin",2023,6,1265759.16666621,4.11373674955428,"Ban",0.0828927334401239
"Wyoming",2023,6,124913.874999164,4.35500059543938,"Control",0.0862085252453646
"Alabama",2023,7,1145695.33332946,4.27600589570634,"Ban",0.0150219471225563
"Alaska",2023,7,159582.666668786,4.83135177581794,"Control",-0.012953987104777
"Arizona",2023,7,1657079.99999805,3.98532358124397,"Control",-0.00525503382747816
"Arkansas",2023,7,680848.999998483,4.3945133208783,"Ban",0.0247629049107116
"California",2023,7,9005967.99999073,3.80447720889473,"Control",-0.00486326149721261
"Colorado",2023,7,1383520.66666414,3.80117198587296,"Control",-0.0268259706824963
"Connecticut",2023,7,811019.99999717,3.76562846786844,"Control",0.00988378815141866
"Delaware",2023,7,217780.000002496,3.92138855721468,"Control",-0.136471986165021
"DC",2023,7,199722.000000136,3.50487177176036,"Control",0.00583566354023191
"Florida",2023,7,4736936.00000132,3.98274327539886,"Control",0.0257560231369949
"Georgia",2023,7,2607603.66666367,4.1490200900977,"Ban",0.097853980910342
"Hawaii",2023,7,293458.999996608,4.1096030451066,"Control",-0.105273533064866
"Idaho",2023,7,448191.666668368,4.36643549075189,"Ban",0.0602986562036438
"Illinois",2023,7,2819543.66666827,3.86658313856952,"Control",0.00790471250143243
"Indiana",2023,7,1534867.66666824,4.48051656135803,"Control",0.0141714981826127
"Iowa",2023,7,696249.666667179,4.56589087534835,"Control",0.0616758871974108
"Kansas",2023,7,647671.999998975,4.51926283675168,"Control",0.0018195898760851
"Kentucky",2023,7,984576.666666016,4.55525725100429,"Ban",0.161480422963256
"Louisiana",2023,7,1033045.33333522,4.66581653724574,"Ban",0.141260128353712
"Maine",2023,7,285272.999999996,3.74378227171872,"Control",0.0498992687170285
"Maryland",2023,7,1384340.66666505,4.18321887050449,"Control",0.045904134254874
"Massachusetts",2023,7,1607742.00000092,3.68964672192219,"Control",-0.00542534805600514
"Michigan",2023,7,2164632.00000145,4.08614489668178,"Control",0.0182567557011222
"Minnesota",2023,7,1255684.33333383,4.22478791776852,"Control",-0.0495435018830399
"Mississippi",2023,7,664463.666667331,4.44569078519524,"Ban",0.0868361282032417
"Missouri",2023,7,1369961.3333317,4.31837005619164,"Ban",0.0479971813651874
"Montana",2023,7,244545.66666895,4.23233833622215,"Control",0.0903909046497624
"Nebraska",2023,7,435234.999998226,4.68482543914968,"Control",-0.0678809018352808
"Nevada",2023,7,723858.333332421,3.66922625283955,"Control",-0.0933165812377621
"New Hampshire",2023,7,290199.333333021,3.73536350876466,"Control",0.0576934461670149
"New Jersey",2023,7,2032659.99999918,4.38637056861629,"Control",0.0488559521661882
"New Mexico",2023,7,463347.00000198,4.02290292155131,"Control",0.0694064189187675
"New York",2023,7,4371085.66666795,4.07290118694267,"Control",0.0193945203763617
"North Carolina",2023,7,2454119.6666668,4.27648257847766,"Control",0.0602443191529538
"North Dakota",2023,7,172222.666668252,4.87160033130915,"Control",0.0201501135189908
"Ohio",2023,7,2555519.33333145,4.37836640641404,"Control",0.0800654123860731
"Oklahoma",2023,7,918227.666668492,4.55987131730767,"Ban",0.088845523767235
"Oregon",2023,7,960907.999999709,3.53311659388935,"Control",0.0186116988645719
"Pennsylvania",2023,7,2808202.99999894,3.92955922346219,"Control",-0.0156914657433509
"Rhode Island",2023,7,244965.00000098,3.48621231603121,"Control",-0.0117850654611722
"South Carolina",2023,7,1177175.66666906,4.07925523434217,"Control",-0.0749199385385246
"South Dakota",2023,7,193577.000004642,5.1090780411737,"Ban",-0.0799736548058991
"Tennessee",2023,7,1607515.33333189,4.52997234241406,"Ban",0.221599165230494
"Texas",2023,7,7292724.33332526,4.54727184029993,"Ban",0.071898194439874
"Utah",2023,7,857816.33333472,4.61170981044536,"Control",-0.0406125481237654
"Vermont",2023,7,138279.333333613,3.06625718954731,"Control",-0.0923571948100927
"Virginia",2023,7,1956626.66666539,4.06004892774905,"Control",-0.0393977154540872
"Washington",2023,7,1783160.66666868,3.94468099901563,"Control",-0.00248690818260844
"West Virginia",2023,7,364127.000002645,3.99860488233343,"Ban",0.100226766518109
"Wisconsin",2023,7,1265708.6666662,4.21740021268874,"Ban",0.123548261184463
"Wyoming",2023,7,124986.666665801,4.11243866015223,"Control",-0.0568697298650997
"Alabama",2023,8,1146055.70832933,4.50152637651494,"Ban",0.0772770886228713
"Alaska",2023,8,159572.666668866,4.62485220937897,"Control",-0.175191435185298
"Arizona",2023,8,1659163.91666465,4.31904281911189,"Control",0.14716112768277
"Arkansas",2023,8,681211.12499843,4.69311184547576,"Ban",0.124450945633642
"California",2023,8,8999945.04165706,3.99480217196753,"Control",0.0121060382004092
"Colorado",2023,8,1384348.79166404,4.01488413430769,"Control",0.0201939730279173
"Connecticut",2023,8,811478.374997066,3.88057167883419,"Control",-0.00456607312061807
"Delaware",2023,8,217950.125002585,4.43220668026019,"Control",0.0263260858208705
